Brand,Project,Location,Floor,Type,Time,Map,,,,,,,,,
Café Amazon,"ACP Energy Co., Ltd. Service Station",Phrae,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B9%80%E0% B8%AD%E0%B8%8B%E0%B8%B5%E0%B8%9E%E0%B8%B5%20%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%99%E0%B 9%80%E0%B8%99%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B8%B5&ll=18.08926200,99.84424300",,,,,,,,,
Café Amazon,Add Sriwaree,Samut Prakan,,,,"https://maps.apple.com/?q=%E0%B9%81%E0%B8%AD%E0%B8%94%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A7%E0%B8%B2%E0%B8%A3%E0%B8%B5&ll=13.63084000,100.76756900",,,,,,,,,
Café Amazon,"Adpark Power Co., Ltd.",Nonthaburi,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88.%E0%B9%81%E0%B8%AD%E0%B8%94%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%84%20%E0%B8%9E%E0%B8%B2%E0%B8%A7%E0%B9%80%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%8C&ll=13.93355500,100.53555500",,,,,,,,,
Café Amazon,Adunlayadet Road,Udon Thani,,,,"https://maps.apple.com/?q=%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%94%E0%B8%B8%E0%B8%A5%E0%B8%A2%E0%B9%80%E0%B8%94%E0%B8%8A&ll=17.41214830,102.80011600",,,,,,,,,
Café Amazon,"Aen & Eye Petroleum Co., Ltd.",Khon Kaen,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B9%80%E0%B8%AD%E0%B8%B4%E0%B8%99%20%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0% B9%8C%E0%B8%AD%E0%B8%B2%E0%B8%A2%20%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B 8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=16.39937030,102.83852150",,,,,,,,,
Café Amazon,Aeon Sriracha Shopping Center,Chonburi,,,,"https://maps.apple.com/?q=%E0%B8%AD%E0%B8%B4%E0%B8%AD%E0%B8%AD%E0%B8%99%20%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2%20%E0%B8%8A%E0%B9%8A%E0% B8%AD%E0%B8%9B%E0%B8%9B%E0%B8%B4%E0%B9%89%E0%B8%87%20%E0%B9%80%E0%B8%8B%E0%B9%87% E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C&ll=13.16709900,100.93525000",,,,,,,,,
Café Amazon,"AGR Building, Charoen Rat Road",Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3%20AGR%20%E0%B8%96.%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%A3%E0%B8%B2%E0%B8%A9%E0%B8%8E%E0%B8%A3%E0%B9%8C&ll=13.69621000,100.51347000",,,,,,,,,
Café Amazon,Agricultural Cooperative Police Station,Ubon Ratchathani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AA%E0%B8%AB%E0%B8%81%E0%B8%A3%E0%B8%93%E0%B9%8C%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%81%E0%B8%A9%E0%B8%95%E0%B8%A3%E0%B8%A3%E0%B9%88%E0%B8%A7%E0%B8%A1%E0%B9%83%E0%B8%88&ll=15.40544456,104.54724200",,,,,,,,,
Café Amazon,AIA Capital Center,Bangkok,,,,"https://maps.apple.com/?q=AIA%20Capital%20Center&ll=13.76463100,100.56834000",,,,,,,,,
Café Amazon,AIA East Gateway Bangna Building,Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3%20%E0%B9%80%E0%B8%AD%E0%B9%84%E0%B8%AD%E0%B9%80%E0%B8%AD%20%E0%B8%AD%E0%B8%B5%E0%B8%AA% E0%B8%95%E0%B9%8C%20%E0%B9%80%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%A7%E0%B8%A2%E0%B 9%8C%20%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2&ll=13.66568239,100.64780587",,,,,,,,,
Café Amazon,"Air Amulet Business Co., Ltd.",Sakon Nakhon,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%98%E0%B8%B8%E0%B8%A3%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0% B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1%E0%B8%AD%E0%B8%B2%E0%B8%81%E0%B8% B2%E0%B8%A8%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%A7%E0%B8%A2&ll=17.59183600,103.97967500",,,,,,,,,
Café Amazon,Air Force Headquarters,Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%81%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%81%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%B1%E0%B8%9E%E0%B8%AD%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A8&ll=13.92230400,100.62191500",,,,,,,,,
Café Amazon,"Airlink condo, Romklao Road",Bangkok,,,,"https://maps.apple.com/?q=Airlink%20condo%20%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%A3%E0%B9%88%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B8%B2&ll=13.73647160,100.74638780",,,,,,,,,
Café Amazon,Airlink Park,Bangkok,,,,"https://maps.apple.com/?q=Airlink%20Park&ll=13.73651300,100.74608100",,,,,,,,,
Café Amazon,Airplane Market,Samut Prakan,,,,"https://maps.apple.com/?q=%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%99%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%9A%E0%B8%B4%E0%B8%99&ll=13.59668700,100.74506700",,,,,,,,,
Café Amazon,"Aiwarin Petroleum Co., Ltd. Service Station",Sa Kaeo,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B9%84%E0%B8%AD %E0%B8%A2%E0%B8%A7%E0%B8%A3%E0%B8%B4%E0%B8%8D%20%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%9 5%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=13.84030000,102.04370000",,,,,,,,,
Café Amazon,"Akarapetroleum Co., Ltd.",Nonthaburi,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B1%E0%B8%84%E0%B8%A3%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=13.82927100,100.48793100",,,,,,,,,
Café Amazon,"Akarat Axe Nee Co., Ltd. (2001)",Sakon Nakhon,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B1%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%8A%20%E0%B9%81%E0%B8%AD%E0%B9%8A%E0%B8%81%E0%B8%8B%E0%B9%8C%20%E0%B8%93%E0%B8%B5%E0%B8%A2%E0%B9%8C%282001%29&ll=17.42437380,103.60354920",,,,,,,,,
Café Amazon,"Akaraya Co., Ltd. Service Station",Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B1%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%B2&ll=13.80036300,100.64186700",,,,,,,,,
Café Amazon,"Akkaraset Petroleum Co., Ltd.",Prachin Buri,,,,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B1%E0%B8%84%E0%B8%A3%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B8%A9%E0%B8%90%E0%B8 %B4%E0%B9%8C%20%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9 %80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=14.05934716,101.60367443",,,,,,,,,
Café Amazon,"Akraj Ax Nee Co., Ltd. (2001)",Sakon Nakhon,,,,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%B1%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%8A%20%E0%B9%81%E0%B8%AD%E0%B9%8A%E0%B8%81%E0%B8%8B%E0%B9%8C%20%E0%B8%93%E0%B8%B5%E0%B8%A2%E0%B9%8C%20%282001%29&ll=17.38339600,103.71823400",,,,,,,,,
Café Amazon,"Akraj Ax Nee Co., Ltd. (2001) Service Station",Sakon Nakhon,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B1%E0% B8%84%E0%B8%A3%E0%B8%B2%E0%B8%8A%20%E0%B9%81%E0%B8%AD%E0%B9%8A%E0%B8%81%E0%B8%8B%E0% B9%8C%20%E0%B8%93%E0%B8%B5%E0%B8%A2%E0%B9%8C%20%282001%29&ll=17.29260410,103.64408610",,,,,,,,,
Café Amazon,"Akraj Axney Co., Ltd. (2001) Service Station",Sakon Nakhon,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B1% E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%8A%20%E0%B9%81%E0%B8%AD%E0%B9%8A%E0%B8%81%E0%B8%8B %E0%B9%8C%E0%B8%93%E0%B8%B5%E0%B8%A2%E0%B9%8C%282001%29&ll=17.39631900,103.72335900",,,,,,,,,
Café Amazon,"Al Amanah Energy Co., Ltd. 1444 Service Station",Pattani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B1%E0%B8%A5%E0% B8%AD%E0%B8%B0%E0%B8%A1%E0%B8%B2%E0%B8%99%E0%B8%B0%E0%B8%AE%E0%B9%8C%E0%B8%AD%E0%B8%B5%E0 %B9%80%E0%B8%99%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B8%B51444&ll=1.00000000,1.00000000",,,,,,,,,
Café Amazon,"Al-Issa Petroleum Co., Ltd. (Sai Buri) Service Station",Pattani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B1%E0%B8%A5%E0%B8%AD%E0%B8%B5%E0%B8%8B%E0%B8%8B%E0% B8%B0%E0%B8%AB%E0%B9%8C%20%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2 %E0%B8%A1%20%28%E0%B8%AA%E0%B8%B2%E0%B8%A2%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%29&ll=6.70173600,101.61226500",,,,,,,,,
Café Amazon,All Seasons Place (CRC) Building,Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3%20All%20Seasons%20Place%20%28CRC%29&ll=13.73941000,100.54772800",,,,,,,,,
Café Amazon,Along Chaloem Phrakiat Road,Ranong,,,,"https://maps.apple.com/?q=%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%96%E0%B8%99%E0%B8%99%E0%B9%80%E0%B8%89%E0%B8%A5%E0%B8%B4%E0%B8%A1%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%95%E0%B8%B4&ll=9.95913590,98.62555240",,,,,,,,,
Café Amazon,Along King Kaew Road,Samut Prakan,,,,"https://maps.apple.com/?q=%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%81%E0%B8%B4%E0%B9%88%E0%B8%87%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7&ll=13.61923520,100.70397230",,,,,,,,,
Café Amazon,Along Prachaksilpakom Road,Udon Thani,,,,"https://maps.apple.com/?q=%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C%E0%B8%A8%E0%B8%B4%E0%B8%A5%E0%B8%9B%E0%B8%B2%E0%B8%84%E0%B8%A1&ll=17.40898180,102.79007880",,,,,,,,,
Café Amazon,Along Pu Chao Saming Phrai Road,Samut Prakan,,,,"https://maps.apple.com/?q=%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%9B%E0%B8%B9%E0%B9%88%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AA%E0%B8%A1%E0%B8%B4%E0%B8%87%E0%B8%9E%E0%B8%A3%E0%B8%B2%E0%B8%A2&ll=13.65054000,100.55289000",,,,,,,,,
Café Amazon,Along Sriracha-Nong Yai Bu Road,Chonburi,,,,"https://maps.apple.com/?q=%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%A2%E0%B8%B2%E0%B8%A2%E0%B8%9A%E0%B8%B9%E0%B9%88&ll=13.14969900,100.97297200",,,,,,,,,
Café Amazon,Along Surawong Road,Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C&ll=13.72669000,100.52120000",,,,,,,,,
Café Amazon,Along the Nen Plab Wan Road,Chonburi,,,,"https://maps.apple.com/?q=%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%96%E0%B8%99%E0%B8%99%E0%B9%80%E0%B8%99%E0%B8%B4%E0%B8%99%E0%B8%9E%E0%B8%A5%E0%B8%B1%E0%B8%9A%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99&ll=12.93111700,100.90951300",,,,,,,,,
Café Amazon,Along the Taling Chan railway,Bangkok,,,,"https://maps.apple.com/?q=%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%9A%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%A3%E0%B8%96%E0%B9%84%E0%B8%9F%E0%B8%95%E0%B8%A5%E0%B8%B4%E0%B9%88%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%99&ll=13.76643830,100.46800770",,,,,,,,,
Café Amazon,"Alphalah Energy Co., Ltd. 1435",Pattani,,,,"https://maps.apple.com/?q=%E0%B8%9A%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%B1%E0%B8%A5%E0%B8%9F%E0%B8%B2%E0%B8%A5%E0%B8%B2%E0%B8%AE%20%E0%B8%AD%E0%B8%B5%E0%B9%80%E0%B8%99%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B8%B5%201435&ll=6.76317937,101.47175970",,,,,,,,,
Café Amazon,"Amanah Petroleum and Service Co., Ltd. Service Station",Yala,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B2%E0%B8%A1%E0%B8%B2%E0%B8%99%E0%B8%B0%E0%B8%AE%E0%B9%8C%20%E0%B8%81%E0%B8%B2%E0%B8%A3 %E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A 5%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A1%20%E0%B9%81%E0%B8%AD%E0% B8%99%E0%B8%94%E0%B9%8C%20%E0%B9%80%E0%B8%8B%E0%B8%AD%E0%B8%A3 %E0%B9%8C%E0%B8%A7%E0%B8%B4%E0%B8%AA&ll=6.55482300,101.30202700",,,,,,,,,
Café Amazon,Amarin Center Phahon Yothin 58,Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%AD%E0%B8%A1%E0%B8%A3%E0%B9%80%E0%B8%8B%E0%B9%87%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%20%E0%B8%9E%E0%B8%AB%E0%B8%A5%E0%B9%82%E0%B8%A2%E0%B8%98%E0%B8%B4%E0%B8%99%2058&ll=13.93741300,100.62509100",,,,,,,,,
Café Amazon,Amarin Plaza,Bangkok,,,,"https://maps.apple.com/?q=Amarin%20Plaza&ll=13.74403200,100.54125900",,,,,,,,,
Café Amazon,Amata City Plaza,Rayong,,,,"https://maps.apple.com/?q=Amata%20City%20Plaza&ll=12.99397300,101.09881500",,,,,,,,,
Café Amazon,Amata Nakorn Industrial Estate (China Zone),Rayong,,,,"https://maps.apple.com/?q=%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B8%A1%E0%B8%AD%E0%B8%A1%E0%B8%95%E0%B8%B0%20%28%E0%B9%82%E0%B8%8B%E0%B8%99%E0%B8%88%E0%B8%B5%E0%B8%99%29&ll=12.95719700,101.10280000",,,,,,,,,
Café Amazon,Amatio Chill Park Chonburi Project,Chonburi,,,,"https://maps.apple.com/?q=%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%20Amatio%20Chill%20Park%20%E0%B8%8A%E0%B8%A5%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5&ll=13.41699600,100.97791000",,,,,,,,,
Café Amazon,Amazon AC Market Sai Mai,Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%8B%E0%B8%AD%E0%B8%99%20%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B9%80%E0%B8%AD%E0%B8%8B%E0%B8%B5%20%E0%B8%AA%E0%B8%B2%E0%B8%A2%E0%B9%84%E0%B8%AB%E0%B8%A1&ll=13.92209200,100.64383900",,,,,,,,,
Café Amazon,Amazon hundreds,Nakhon Ratchasima,,,,"https://maps.apple.com/?q=%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%8B%E0%B8%AD%E0%B8%99%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%81%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2&ll=14.96967100,102.05926400",,,,,,,,,
Café Amazon,Amazon Non Sung,Nakhon Ratchasima,,,,"https://maps.apple.com/?q=%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%8B%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%99%E0%B8%99%E0%B8%AA%E0%B8%B9%E0%B8%87&ll=15.17107560,102.24963080",,,,,,,,,
Café Amazon,Amazon Space 314,Chachoengsao,,,,"https://maps.apple.com/?q=Amazon%20Space%20314&ll=13.64564000,101.04543000",,,,,,,,,
Café Amazon,"Amber, Khlong 8",Pathum Thani,,,,"https://maps.apple.com/?q=%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%AD%E0%B8%B3%E0%B8%9E%E0%B8%B1%E0%B8%99%20%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%87%208&ll=13.97734500,100.77653400",,,,,,,,,
Café Amazon,"Amnuayprasit Petroleum Co., Ltd. Service Station",Lop Buri,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%A7%E0%B8%A2%E0%B 8%9B%E0%B8%A3%E0%B8%B0%E0%B8%AA%E0%B8%B4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B9%8C%20%E0%B8%9B%E0%B8%B4% E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=14.72540000,100.50190000",,,,,,,,,
Café Amazon,Amora Thapae Hotel Chiang Mai,Chiang Mai,,,,"https://maps.apple.com/?q=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%81%E0%B8%A3%E0%B8%A1%E0%B8%AD%E0%B9%82%E0%B8%A1%E0%B8%A3%E0%B9%88%E0%B8%B2%20%E0%B8%97 %E0%B9%88%E0%B8%B2%E0%B9%81%E0%B8%9E%20%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8% A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88&ll=18.78956500,98.99382100",,,,,,,,,
Café Amazon,Amporn-Ayutthaya Department Store,Ayutthaya,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%AD%E0%B8%B1%E0%B8%A1%E0%B8%9E%E0%B8%A3-%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2&ll=14.36027800,100.57817800",,,,,,,,,
Café Amazon,Ampornpaisarn Market,Nonthaburi,,,,"https://maps.apple.com/?q=%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%AD%E0%B8%B1%E0%B8%A1%E0%B8%9E%E0%B8%A3%E0%B9%84%E0%B8%9E%E0%B8%A8%E0%B8%B2%E0%B8%A5&ll=13.93379140,100.51966650",,,,,,,,,
Café Amazon,"Ananopporn Co., Ltd. (1991)",Khon Kaen,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B8%99%E0%B8%9E%E0%B8%9E%E0%B8%A3%281991%29&ll=15.81055600,102.62345000",,,,,,,,,
Café Amazon,"Ananrungroj Service Co., Ltd.",Chonburi,,,,"https://maps.apple.com/?q=%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%99%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B9%8C%E0%B8%A3%E0%B8%B8%E0%B9%88 %E0%B8%87%E0%B9%82%E0%B8%A3%E0%B8%88%E0%B8%99%E0%B9%8C%E0%B8%9A%E0%B 8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3&ll=13.08256100,100.99792500",,,,,,,,,
Café Amazon,Anasiri Ayutthaya 2,Ayutthaya,,,,"https://maps.apple.com/?q=%E0%B8%AD%E0%B8%93%E0%B8%B2%E0%B8%AA%E0%B8%B4%E0%B8%A3%E0%B8%B4%20%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B22&ll=14.31988900,100.57402800",,,,,,,,,
Café Amazon,"Ang Hin Energy Co., Ltd. Service Station",Chonburi,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B 8%AD%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%AB%E0%B8%B4%E0%B8%99%20%E0%B8%9E%E0%B8 %A5%E0%B8%B1%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%99&ll=13.32800300,100.93955200",,,,,,,,,
Café Amazon,Ang Thong Municipality 2,Ang Thong,,,,"https://maps.apple.com/?q=%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%202%20%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%AD%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%97%E0%B8%AD%E0%B8%87&ll=14.59288400,100.45145000",,,,,,,,,
Café Amazon,"Angkanawisan Petroleum Co., Ltd.",Chonburi,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%99.%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%AD%E0%B8%B1%E0%B8%87%E0%B8%84%E0%B8%93%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%A8%E0%B8%B1%E0% B8%A5%E0%B8%A2%E0%B9%8C%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8% 95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=13.42948600,101.20117200",,,,,,,,,
